_id;dateTime;type;sessionId;sessionDesc;sessionCond;isUndo
bHforTGTyWoTLSRci;1492101296244;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
sMbJc3gpeHmDGbnnd;1492101296474;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
joBapSzDGtuvgvSyJ;1492101296723;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
Df67EWitPqEfntrKy;1492101297036;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
XMbiDECK3BJwjiSfi;1492101297275;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
y4xymWKD9QNDSBYhR;1492101297483;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
J3D7hFG4RZTFFhozE;1492101297664;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
9q2y3qtAjfFmYwXQ2;1492101297825;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
ue5rEaJovjQ8qe8sF;1492101297986;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
bm3Xq6Pcm54e5A2DW;1492101298143;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
iJ3YdxFgkLT8huSzH;1492101298326;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
EA7yKpvKpLhMNmsEE;1492101298562;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
qbXeyXDwojBQSuhob;1492101298796;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
t45H24Pvv6BH2SNRG;1492101299026;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
4jcdqHmjzCFeXKJqe;1492101299277;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
sxNkCy8mZZqQ3Emf2;1492101299578;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
cFWFNkeEDhvNo9jdp;1492101300210;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
BPRY95FgzHqjHPgTH;1492101300733;Students present;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
cruiZJSnsgD8t5zsn;1492101357801;teacher begin talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
rDPTuDTQd5wfDKpdt;1492101364494;teacher end talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
EhuqDQiyA2wjA8YwH;1492101365511;pause begin;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
8C634xqMJmuyWBuHQ;1492101416404;pause end;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
CPCXW9PWF6eq2AZZZ;1492101419125;teacher begin talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
mzWgqgrqZcDLMYNqp;1492101461846;teacher end talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
jWJ4AxJXZxSfCCCkW;1492101471846;teacher begin talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
Zbvo6Yf5AwgbRHz6x;1492101478606;teacher end talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
DQAFBiL3wMgsDG3GR;1492101479126;pause begin;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
FwEyGpRRGdrNaqnWr;1492101537846;pause end;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
AbEfJSY8AbuTTR45R;1492101538613;teacher begin talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
3tHPwA5cyYajiqwan;1492101853088;teacher end talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
qbfcXeyFJHRuFJbN7;1492101853177;teacher begin talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
LBmpbC7jYRMfsEfmN;1492101865046;Not bad TA Question;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
qjLJiw9K6LRE54nXa;1492101866618;teacher end talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
iwC4A3Y2fp6qZXkZH;1492101869043;teacher begin talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
M23SafNya4d6tEphE;1492101887199;Not bad TA Question;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
7vgXbHyPDytLrsgt4;1492101888263;teacher end talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
2QrCvymFLmA8nLd9m;1492101890773;teacher begin talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
Xpg5YSMyQFmtu4MLv;1492102392381;Not bad TA Question;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
mg2CmB3bEQD3vzFa9;1492102434994;Not bad TA Question;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
gDtwaSHAfKxjzH95G;1492102535826;Meaningless TA Question;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
WvGrg3rNWnept5u2r;1492102537000;teacher end talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
CjkPtCjAjZgWnHGXX;1492102537077;teacher begin talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
XRkGtxyDoen9yLJrF;1492102542978;teacher end talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
BFNWuacvcb5Zne3MQ;1492102547853;teacher begin talking;hPpGcgwFQu4Msac9H;HH1107TA3;2;false
